"Date","Price","Open","High","Low","Change %"
"Sep 25, 2019","1,198.82","1,195.53","1,202.29","1,194.38","0.36%"
"Sep 26, 2019","1,199.46","1,199.82","1,202.91","1,197.52","0.05%"
"Sep 27, 2019","1,201.99","1,200.46","1,203.80","1,196.86","0.21%"
"Sep 30, 2019","1,198.09","1,202.90","1,203.80","1,195.30","-0.32%"
"Oct 01, 2019","1,202.37","1,199.09","1,204.33","1,196.11","0.36%"
"Oct 02, 2019","1,204.37","1,203.37","1,207.89","1,200.90","0.17%"
"Oct 03, 2019","1,200.89","1,205.37","1,206.80","1,200.91","-0.29%"
"Oct 04, 2019","1,191.25","1,201.89","1,203.18","1,191.46","-0.80%"
"Oct 07, 2019","1,196.33","1,192.30","1,198.69","1,192.19","0.43%"
"Oct 08, 2019","1,199.02","1,197.33","1,200.31","1,192.10","0.22%"
"Oct 09, 2019","1,197.50","1,200.02","1,200.24","1,196.07","-0.13%"
"Oct 10, 2019","1,189.46","1,198.50","1,201.71","1,188.94","-0.67%"
"Oct 11, 2019","1,182.48","1,190.46","1,192.62","1,177.83","-0.59%"
"Oct 14, 2019","1,183.70","1,182.50","1,187.06","1,180.52","0.10%"
"Oct 15, 2019","1,184.79","1,184.70","1,187.62","1,182.31","0.09%"
"Oct 16, 2019","1,185.51","1,184.88","1,190.94","1,183.64","0.06%"
"Oct 17, 2019","1,178.60","1,186.51","1,188.21","1,175.23","-0.58%"
"Oct 18, 2019","1,177.91","1,179.07","1,182.82","1,178.20","-0.06%"
"Oct 21, 2019","1,172.33","1,179.22","1,181.05","1,168.91","-0.47%"
"Oct 22, 2019","1,172.09","1,172.49","1,174.67","1,169.22","-0.02%"
"Oct 23, 2019","1,169.67","1,173.07","1,176.90","1,170.06","-0.21%"
"Oct 24, 2019","1,175.12","1,170.67","1,175.87","1,167.31","0.47%"
"Oct 25, 2019","1,171.66","1,175.21","1,176.18","1,171.22","-0.29%"
"Oct 28, 2019","1,167.61","1,171.50","1,172.10","1,167.54","-0.35%"
"Oct 29, 2019","1,167.39","1,168.62","1,170.11","1,162.60","-0.02%"
"Oct 30, 2019","1,164.41","1,167.55","1,170.84","1,164.32","-0.26%"
"Oct 31, 2019","1,169.24","1,165.41","1,171.56","1,159.17","0.41%"
"Nov 01, 2019","1,164.67","1,170.24","1,171.52","1,164.01","-0.39%"
"Nov 04, 2019","1,162.79","1,164.80","1,164.90","1,157.89","-0.16%"
"Nov 05, 2019","1,155.82","1,163.02","1,163.30","1,153.94","-0.60%"
"Nov 06, 2019","1,160.41","1,156.82","1,162.59","1,155.35","0.40%"
